,userID,tag,tag_num,content,date,year,label,gender_female,gender_lgbt,pubertal_development,sexual_harrasment,appearance_object,appearance_animal,attitude,shame,mother,label_ver2
7374,tsaiadam,推,2,支那不是最愛支持國貨,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
7375,a3221715,→,0,整天嫌 自己醜到爆 又很胖,02/04,2022,1,0,0,0,0,0,0,1,0,0,1
7376,twelvethflor,推,2,臉不要醜，不要肥。幾乎都有妹,12/14,2021,1,0,0,1,0,0,0,1,0,0,1
7377,Rita0205,推,2,東踏取蜜,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
7378,yoyo830917,推,2,屁股好塌,07/21,2022,2,0,0,1,0,0,0,0,0,0,2
7379,casco5566,→,0,聲 給他瞪到脫窗 死白癡,12/05,2021,0,0,0,0,0,0,0,0,1,0,0
7380,lwswjs,噓,1,幹 人渣,12/05,2021,0,0,0,0,1,0,0,0,1,0,0
7381,johnhmj,→,0,     「信仰搞到迷信是不是會害死人？」,12/12,2021,0,0,0,0,0,0,0,0,1,0,0
7382,ahahpeng,推,2,什麼不信信班班？只能說太年輕了,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
7383,jimhall,推,2,很有名的案子，結果一堆廠商效法推出非,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
7384,WiserWilly,→,0,差了三百，是手指太肥按錯了嗎,05/16,2022,1,0,0,1,0,0,0,1,0,0,1
7385,u9005205,→,0,肥宅瘦皮猴都要去當兵，每天都待命班就,08/24,2022,2,0,0,0,0,0,1,1,0,0,2
7386,xiemh420,→,0,你跟你的發廢文團體,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
7387,ideal5566,推,2,本來就不是正常人 嘻嘻,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
7388,VOLK11,→,0,該做的正事卻不做，沒有道德勇氣智慧,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
7389,RJYB,→,0,這只是國際禮儀。當時我聽到這句話時簂，真,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
7390,manuol,→,0,務協助你通報！另外1922很多都不是相關科,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
7391,niniikoski,推,2,年輕人持續躺平 塔綠班持續吃香喝辣,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
7392,Abbee,推,2,敬業+1 要女裝要瘦皮猴都行,10/08,2022,2,0,0,0,0,0,1,0,0,0,2
7393,ivorysoap,→,0,中二病北七,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
7394,headcase,噓,1,胖妹醜女又怎樣？人家看得上你？,06/14,2022,1,0,0,0,0,0,0,1,0,0,1
7395,amare1015,推,2,廢物覺青一堆瘦皮猴 軟弱無能抗個屁中~,10/27,2021,2,0,0,1,0,0,1,0,1,0,2
7396,ppptttqaz,→,0,可能是走失的 看起來瘦巴巴的,10/23,2021,2,0,0,0,0,0,0,0,0,0,2
7397,yayaya9487,→,0,先去打的 現在又嘴為何不打高端,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
7398,youdoit,推,2,怕,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
7399,huei252,推,2,一白遮三醜 ，一胖毀所有,07/02,2022,1,0,0,0,0,0,0,1,0,0,1
7400,Merkle,推,2,真的沒奶 太瘦了,08/11,2022,2,0,0,0,0,0,0,0,0,0,2
7401,windowdoor,→,0,笑死XD,12/05,2021,0,0,0,0,0,0,0,0,1,0,0
7402,edchans,推,2,紅蘿蔔跟花椰菜,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
7403,cck525,→,0,啦就這麼爛下去算了 反正都是小動物的錯,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
7404,espresso1,推,2,應該沒人敢送上瘦巴巴的鳥,07/04,2022,2,0,0,0,0,0,1,0,0,0,2
7405,ArSaBuLu,推,2,阿肥:肚子餓開個鯡魚罐罐來吃 臭了嗎,06/24,2022,0,0,0,1,0,0,0,1,0,0,0
7406,MyPetTankDie,→,0,e問題其實是他們喜歡亂動東西，反而,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
7407,ZhChiEn,→,0,超級加分 你看G軟的小肥肚,05/05,2022,1,0,0,1,0,0,0,1,0,0,1
7408,qqq87112,→,0,你進口萊豬嗎,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
7409,milleniue,→,0,跟幾位朋友聊都是這點和3+11最不能接受,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
7410,kawazakiz2,→,0,沒奶子休想,10/18,2021,2,0,0,0,0,0,0,0,0,0,2
7411,hmenri,推,2,一堆矮子胖子跟怪咖呀,01/05,2022,1,0,0,0,0,0,0,1,0,0,1
7412,laim,→,0,高這照片已經瘦到剩骨頭了….,11/12,2022,1,0,0,0,0,1,0,0,0,0,1
7413,vick1125,推,2,推,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
7414,js0071724,推,2,最近常過載阿  一定是肥宅們過年完又胖了,02/19,2016,1,0,0,0,0,0,0,1,0,0,1
7415,Judgebye,推,2,翻譯：現在又醜又胖,08/31,2021,1,0,0,0,0,0,0,1,0,0,1
7416,eden1205,推,2,2300萬有很多嗎？,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
7417,yannjiunlin,噓,1,你知中國強搶外國技術???,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
7418,MarinaWeng,推,2,他要是沒這麼渣 誰不定就是下個王金,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
7419,Dog918,推,2,肥婆刺客出現啦！！！！,10/25,2022,1,0,0,0,0,0,0,1,0,0,1
7420,qazp741,噓,1,媽的肥龍妹生喜憨兒,08/27,2021,1,0,0,0,0,0,1,1,1,0,1
7421,z5536987123,推,2,你太醜或太肥吧,01/30,2022,1,0,0,0,0,0,0,1,0,0,1
7422,beyuki,推,2,目前都是文章會出來談投票，有些假裝中立,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
7423,amare1015,推,2,沒奶子圖 沒救,01/20,2022,0,0,0,0,0,0,0,0,0,0,0
7424,goodideals,推,2,mx keys,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
7425,tim8177414,噓,1,幹你娘 死胖子,12/19,2021,1,0,0,0,1,0,0,1,1,0,1
7426,chunzheng,→,0,不用怕搭訕，除非你是醜男肥宅,02/16,2022,1,0,0,0,0,0,0,1,0,0,1
7427,force5566,推,2,這樣瘦下來都排骨，很難看,04/04,2022,2,0,0,0,0,1,0,0,0,0,2
7428,auxiliary11,→,0,基進側翼,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
7429,cutehale,推,2,真威 綠班,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
7430,def995,推,2,小心會過期啊,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
7431,ioy1010,→,0,預付卡,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
7432,gin10791,→,0,像周玉蔻那種自稱女孩兒塔綠班才喜歡,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
7433,sniperex168,推,2,資訊量真大，本子情節都是真的,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
7434,crimson11,→,0,「哈哈哈魯蛇才有空哈哈哈」,12/10,2021,0,0,0,0,0,0,0,1,0,0,0
7435,TrueAkuma,推,2,說人家醜的肥宅，有種秀出自己的身材然,04/14,2022,1,0,0,0,0,0,0,1,0,0,1
7436,GGrunrundela,噓,1,以這咖垃圾會被當成偶像 棒棒讚讚,12/06,2021,0,0,0,0,0,0,0,0,1,0,0
7437,KCKCLIN,推,2,我都領好幾萬放到用完 懶,12/02,2021,0,0,0,0,0,0,0,0,0,0,0
7438,mocca000,→,0,利沒爸媽織毛衣→來過我家+我兒子好友,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
7439,akko76815,推,2,很胖的意思 馬的,08/05,2022,1,0,0,0,0,0,1,1,1,0,1
7440,s203abc,→,0,胖跟醜不在Buff裡面吧,11/13,2022,1,0,0,0,0,0,0,1,0,0,1
7441,a3021214,噓,1,又是中共,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
7442,Jerry469,→,0,我就一句 媽的減肥好嗎？胖子,05/24,2022,1,0,0,0,0,0,0,1,1,1,1
7443,huei252,推,2,脫節很久了 腿粗成這樣，也不知道卡普空,06/04,2022,1,0,0,1,0,0,0,1,0,0,1
7444,operation,噓,1,上次不是有個龍妹也是賣屁嗎,11/30,2021,1,0,0,1,0,0,1,0,0,0,1
7445,Kultivient,噓,1,鳥仔腳 噁心,10/15,2021,2,0,0,1,0,0,1,1,0,0,2
7446,GTR34,推,2,Uniqlo的是瘦子一千以下 腿粗只能買一千多,03/16,2022,1,0,0,1,0,0,0,1,0,0,1
7447,chu,推,2,工時世界第四高 這不用大內宣一下嗎,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
7448,crimson11,→,0,肥宅我沒差 我很醜：（,04/04,2022,4,0,0,0,0,0,0,1,0,0,0
7449,Barbarian123,→,0,酒駕耶 完全視法律無物,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
7450,lin5656,→,0,然後你的腿不粗阿，我覺得台灣女生腿幾,02/20,2022,0,0,0,1,0,0,0,1,0,0,0
7451,aasawfish,噓,1,臉胖的像豬一樣 根本自肥部,09/01,2022,1,0,0,1,0,0,1,1,0,0,1
7452,pc009732,噓,1,一堆不會看內文的在那邊酸，難怪這麼容,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
7453,mirac1e,噓,1,肥燦真的是廢物 還要靠柯擦屁股,01/22,2022,1,0,0,1,0,0,0,1,1,0,1
7454,su4vu6,→,0,好吃就吃 危險自然會禁止 相信科學 :),12/13,2021,0,0,0,0,0,0,0,0,0,0,0
7455,a27588679,噓,1,你為什麼要那麼著急呢？,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
7456,money4Life,→,0,肥肚的一大堆,01/30,2022,1,0,0,1,0,0,0,1,0,0,1
7457,wsscivil,噓,1,一臉黑人問號？,12/05,2021,0,0,0,1,0,0,0,0,0,0,0
7458,darkbrigher,→,0,然後亞裔角色一定是又肥又胖又醜,04/25,2022,1,0,0,0,0,0,0,1,0,0,1
7459,phyBomber,推,2,阿肥好醜,07/17,2021,1,0,0,0,0,0,0,1,0,0,1
7460,yonggan,噓,1,祝你打手槍缺面紙,12/06,2021,0,0,0,1,1,0,0,0,0,0,0
7461,libramog,推,2,這樣那些正妹鳥仔腿才珍貴啊,09/10,2021,0,0,0,1,0,0,1,0,0,0,0
7462,abc5555990,→,0, 快點幫公路總局查個IP 它們不太行,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
7463,wugi,→,0,黨買的粉專不意外,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
7464,Pttntu,→,0,您好.. 偶是板橋肥肚男..可以認識您嗎?,06/01,2011,4,0,0,1,0,0,0,1,0,0,0
7465,doveplus,→,0,動漫肥宅才會幻想瘦皮猴打得過壯碩大漢,10/05,2022,2,0,0,0,0,0,1,1,0,0,2
7466,GGrunrundela,噓,1,我家不給醜囊肥宅來的辣,04/11,2022,1,0,0,0,1,0,0,1,0,0,1
7467,leonian,→,0,垃圾政黨,12/05,2021,0,0,0,0,0,0,0,0,1,0,0
7468,enemyli,噓,1,尤其現在一堆肥婆 根本看不出來是肥油還,03/31,2022,1,0,0,0,0,0,0,1,0,0,1
7469,gary20801,推,2,先脫她衣服,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
7470,yayaya9487,推,2,柯韓畜之前不是最愛罵她肥婆了嗎,10/06,2021,1,0,0,0,0,0,1,1,0,0,1
7471,andytaso,→,0,爸爸又沒奶子也沒新媽媽的奶子,07/25,2022,1,0,0,0,0,0,0,0,1,0,1
7472,peterwww,→,0,我看三立也很多類似的新聞 不知道撐多久,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
7473,stevenyu82,→,0,綠網軍都是證據確鑿的，其他網軍都是,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
7474,saluy,→,0,賣毒賣身的賤畜,12/12,2021,0,0,0,0,0,0,1,0,1,0,0
7475,raku,→,0,麵條快速加熱,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
7476,simata,噓,1,罪名是？,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
7477,Kuronatsu,→,0,假,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
7478,EEzionT,→,0,我沒看過 我出國玩都在夏天,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
7479,GARRETH,→,0,參考,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
7480,neoa01,→,0,a，台南爐渣、高雄爐石…還有齊柏林地下,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
7481,sunnyyoung,推,2,在奈米屌上做出汗腺和毛孔,12/11,2021,0,0,0,0,1,0,0,0,0,0,0
7482,piliwu,→,0,就是沒人要打了,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
7483,kanhyuu,→,0,依法調查 查無不法 謝謝指教,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
7484,tontonplus,→,0,物價過農曆年前繼續漲，回不去了啦,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
7485,li72716,→,0,餐廳加其他的食材稍微包裝一下就賣很貴,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
7486,p2p8ppp,→,0,比我的腰還粗==,10/22,2021,1,0,0,1,0,0,0,1,0,0,1
7487,shadowdio,推,2,他是被關的那個,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
7488,ohrring,→,0,士尼做事被塔綠班狂洗的話還不秒變支那同,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
7489,aggressorX,→,0,龍妹牌,01/04,2022,1,0,0,0,0,0,1,0,0,0,1
7490,kobe143,推,2,叫他去發文 不要私信啊,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
7491,Enzofulgura,推,2,不會 你看到綠畜嘴臉會更肚爛,12/14,2021,0,0,0,1,0,0,1,0,0,0,0
7492,shark23peng,推,2,美顏關掉都是龍妹啦,02/16,2022,1,0,0,0,0,0,1,0,0,0,1
7493,perasa,噓,1,都那麼胖快中風了，母豬還嫌沒吃飽是嘛,10/13,2021,1,0,0,0,0,0,1,1,0,0,1
7494,X09ASF,推,2,吃成豬的免疫胖子，終身不用被召！打仗還,03/05,2022,1,0,0,0,0,0,1,1,0,0,1
7495,applerunning,→,0,肥宅就胖哪有差,01/15,2022,1,0,0,0,0,0,0,1,0,0,1
7496,xi17364,→,0,胖宅不要在那邊咪咩叫 噁心,03/31,2022,1,0,0,0,0,0,0,1,0,0,1
7497,takechance,→,0,夾線才會有沙沙聲，用軟體不會,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
7498,doraemon00,推,2,推,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
7499,woerns,→,0,南部女生一堆55身，腿又粗又黑根本不能看,10/15,2021,1,0,0,1,0,0,0,1,0,0,1
7500,zzff92,→,0,我們原住民就是愛佔漢人便宜的啦,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
7501,alwang      ,推,2,肥宅腿會斷,05/05,2022,1,0,0,1,0,0,0,1,0,0,1
7502,GGrunrundela,噓,1,樓下說不爽不要,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
7503,monkeydog119,推,2,核四明明是當初因為預見台灣高科技,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
7504,logitech2004,→,0,正沒馴化好都是人類的錯,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
7505,boy1031,→,0,，美豬全世界最胖，美國太有錢食物太便宜,10/20,2022,1,0,0,0,0,0,1,1,0,0,1
7506,imtaku,→,0,近有好幾個遊民，包括一個瘦巴巴感覺快掛,11/08,2021,0,0,0,0,0,0,0,0,0,0,0
7507,wastetheone,噓,1,不是原創的，沒資格用地點命名,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
7508,King5566,噓,1,馬來西亞那個短腿肥婆？,02/27,2022,1,0,0,1,0,0,1,1,0,0,1
7509,kneo8899,推,2,王美花在公投說明會說她一直算全台電力,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
7510,Ashuya,→,0,老爸不是在台中好好的自己帶回家,12/09,2021,0,0,0,0,0,0,0,1,0,0,0
7511,whface,→,0,早該被調查,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
7512,hinajian,→,0,結果老頭愛上又肥又醜的 家人崩潰加倍,06/13,2022,1,0,0,0,0,0,0,1,0,0,1
7513,crimson11,→,0,龍妹或旋律溫柔體貼有人要嗎 醒醒吧,02/07,2022,1,0,0,0,0,0,1,0,0,0,1
7514,raku,→,0,帥的 花美男 猛男 醜的 肥的 老的 都有阿,02/07,2022,1,0,0,0,0,0,0,1,0,0,1
7515,kogreece,推,2,那麼矮瘦，難民嗎？,04/16,2022,2,0,0,0,0,1,0,1,0,0,2
7516,TryToBe,→,0,只能說人正真好 如果是龍妹 鄉民的反應就,08/26,2022,1,0,0,0,0,0,1,0,0,0,1
7517,CycleEnergy,推,2,標題有問題 人家不是莫名其妙 zz,12/14,2021,0,0,0,0,0,0,0,0,0,0,0
7518,radiodept,→,0,160cm90kg胖妹最噁心,04/16,2022,1,0,0,0,0,0,0,1,0,0,1
7519,Sanger,噓,1,飛彈都射過來了 這胖子還在維穩內鬥 噁心,08/05,2022,1,0,0,0,0,0,0,1,0,0,1
7520,ggbi4zzz,噓,1,扁奶醜女干我屁事,12/14,2021,2,0,0,1,0,0,0,1,0,0,2
7521,aa7520tw,→,0,你想想嘛，太瘦淦起來像是撞骨架，會爽,07/20,2022,2,0,0,0,0,1,0,0,0,0,2
7522,ihl123456,推,2,疫情剛開始就一堆瘦到皮包骨了,04/27,2022,2,0,0,0,0,1,0,0,0,0,2
7523,KittyDog,→,0,為民哥你都不認識,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
7524,fish10606,推,2,真的，有夠蝦…,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
7525,labell,→,0,先買股票,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
7526,eqhibiki,推,2,段的六脈神劍哪去了，孬,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
7527,y2k500077,→,0,家暴解釋擴大很久了,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
7528,callmeanswer,→,0,株株字幕都出凡中版了,12/08,2021,0,0,0,0,0,0,0,0,0,0,0
7529,Lisedes,→,0,笑死。塔塔低能兒正常能量釋放,12/09,2021,0,0,0,0,0,0,0,1,1,0,0
7530,rapnose,推,2,姻緣花。,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
7531,ODays,推,2,Gay就算了 又肥又醜…不懂紅哪點的..,12/01,2022,1,0,1,0,0,0,0,1,0,0,1
7532,lolic,→,0,心臟有問題還吃成肥豬 笑死,10/30,2021,1,0,0,0,0,0,1,1,1,0,1
7533,ftvs,→,0,駕無罪，公教等可以全體適用嗎？是誰無法無,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
7534,boyen3,推,2,為了22K去撿肥皂 還不如在外面賣屁股,02/17,2014,0,0,0,1,0,0,0,1,0,0,0
7535,A80211ab,→,0,亞洲最高？怎麼可能高過高加索人,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
7536,Nexpring,推,2,騙,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
7537,makigoto123,→,0,看人好嗎？ 肥婆duck不必,04/21,2022,1,0,0,0,0,0,0,1,0,0,1
7538,sustaining,→,0,查到現在很急的那些底,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
7539,questionboy,→,0,躺平男性的wonderland,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
7540,OPWaug,推,2,你會讓狗陰道生的689跟死肥豬團隊氣到自相殘殺XDD,09/22,2014,1,0,0,0,1,0,1,1,1,0,1
7541,greg7575,→,0,無限循環，一堆死胖子跟醜女排,04/14,2022,1,0,0,0,0,0,0,1,1,0,1
7542,aqsss,推,2,歐米龍妹妹回娘家,04/28,2022,0,0,0,0,0,0,0,0,0,0,0
7543,dlevel,→,0,大家看慣日本寫真，不喜歡鳥仔咖、竹籤腿,03/17,2022,2,0,0,1,0,0,1,0,0,0,2
7544,iphyf,推,2,真的,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
7545,joeyben,推,2,垃圾,12/12,2021,0,0,0,0,0,0,0,0,1,0,0
7546,ymib,推,2,8000滾動愛滋數椅子肥豬真他媽噁心,05/06,2022,1,0,0,0,0,0,1,1,0,1,1
7547,kneo8899,噓,1,所以妳蔡英文感謝馬英九了沒？下去,12/09,2021,0,0,0,0,0,0,1,0,0,0,0
7548,rufugy,噓,1,陽明越摳  股東越開心  股價越高啦,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
7549,gdodgang,噓,1,wwwwwwwwww,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
7550,MK47,推,2,沒錢、胖子、長的醜,06/23,2022,1,0,0,0,0,0,0,1,0,0,1
7551,fg008kimo,→,0,有奶才有用吧 沒奶又矮沒人會鳥,02/28,2022,2,0,0,0,0,0,1,1,0,0,2
7552,km612tw,推,2,台灣北韓化 大家一起感恩母豬蔡小胖,02/12,2022,1,0,0,0,0,0,1,1,0,0,1
7553,ru04hj4,推,2,民進黨跟國民黨學壞了啊,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
7554,lorisQ,→,0,人行道不都長這樣嗎,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
7555,lufen,推,2,四個同忘,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
7556,emega,→,0,恐龍妹表示:.......,05/04,2022,1,0,0,0,0,0,1,0,0,0,1
7557,kenny810kimo,推,2,前廠長很想跟許處長辯論喔～是處長,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
7558,icehorng,→,0,放我家 一個月給我10萬就好,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
7559,Scott850205,→,0,換個地方抄而已 根本沒差,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
7560,xinyuxiao,→,0,現在全部都不熟 難怪高那麼無助害怕 PT,12/06,2021,0,0,0,0,0,0,0,0,0,0,0
7561,Scarlettlolz,→,0,到底要信誰的 統一一下好不好,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
7562,REALucifer,→,0,鳩止渴沒比較高明啦,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
7563,clone29,噓,1,噁心，鄭胖子不用負責逆,09/18,2022,1,0,0,0,0,0,0,1,0,0,1
7564,pkpk23456,推,2,有啊！ 連肥婆都敢穿熱褲了！ 正妹穿蘿,10/07,2022,1,0,0,0,0,0,0,1,0,0,1
7565,Leoreo,推,2,總之先怪柯文哲啊,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
7566,js52666,推,2,人家的手臂比他大腿粗,11/08,2022,1,0,0,1,0,0,0,1,0,0,1
7567,ikurin666,推,2,可憐XD,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
7568,WhiteWhale,推,2,勁炮團不都是龍妹在玩的嗎,10/05,2022,1,0,0,0,0,0,1,0,0,0,1
7569,thbw666,推,2,過氣了啦 環保肥婆,10/18,2022,1,0,0,0,0,0,0,1,0,0,1
7570,vizcacha,推,2,被龍妹跟人妖 我選擇死亡的回覆笑死XD,11/12,2019,0,0,0,0,0,0,1,0,1,0,0
7571,XiWen,推,2,學姊一定又醜又肥,05/03,2022,1,0,0,0,0,0,0,1,0,0,1
7572,b0d,→,0,請問MaggieQ 484後來有演過絕命終結站2,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
7573,yeng1217,噓,1,的確 神棍肥婆才是真理,09/23,2022,1,0,0,0,0,1,0,1,0,0,1
7574,DOOT,推,2,蘋果掰,12/03,2021,0,0,0,0,0,0,0,0,0,0,0
7575,zaqimon,推,2,投啊 同意不同意通通蓋就好,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
7576,andytaso,→,0,難怪肥宅都甲甲的 每個都死胖子,09/23,2022,1,0,1,0,0,0,0,1,1,0,1
7577,mmnnoo      ,推,2,快叫肥婆起床…,05/05,2022,1,0,0,0,0,0,0,1,0,0,1
7578,qwer338859,噓,1,燻機肥婆,01/24,2022,1,0,0,0,0,0,0,1,0,0,1
7579,kevin1221,→,0,胖又醜的,12/18,2021,1,0,0,0,0,0,0,1,0,0,1
7580,zx1986,推,2,跟那些腆著肥肚子的狗官是不一樣的  !!!!!!!!!!!,12/15,2013,1,0,0,1,0,0,1,1,0,0,1
7581,randystock,推,2,台女不要再挑了，肥宅醜男加減吃,07/08,2022,1,0,0,0,1,0,0,1,0,0,1
7582,Mradult,→,0,是說林出來有料絕對不會放過這些不熟的,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
7583,zxc30836,噓,1,肥婆,01/24,2022,1,0,0,0,0,0,0,1,0,0,1
7584,stevieRV,→,0,你這樣就不近人情了 多少矮醜胖噁臺男,12/20,2021,1,0,0,0,0,0,0,1,0,0,1
7585,pearlsally,推,2,內行人吃法,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
7586,linchb2002,推,2,好險，來的不是龍妹,09/28,2021,1,0,0,0,0,0,1,0,0,0,1
7587,lostguy,噓,1,菸酒色醜老頭加豬鼻富家女加網軍胖子,11/24,2022,1,0,0,0,0,0,1,1,0,0,1
7588,RichManIsMe,→,0,識就你最懂啦www,12/14,2021,0,0,0,0,0,0,0,0,0,0,0
7589,ashrum,推,2,多明尼加才是我們中南美最好的朋友，巴拿,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
7590,gamixxxx,→,0,D,12/13,2021,0,0,0,0,0,0,0,0,0,0,0
7591,maximu,推,2,嚕他阿,12/11,2021,0,0,0,0,0,0,0,0,0,0,0
7592,usxuk0130,推,2,摳 醜 臭 無聊 肥 大概是以上原因,11/10,2021,1,0,0,0,0,0,0,1,0,0,1
7593,aqsss,噓,1,歐米龍妹妹:,05/26,2022,0,0,0,0,0,0,0,0,0,0,0
7594,CYL009,→,0,灣人的支持XDDDDDD,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
7595,Win7,→,0,email肥婆言語間早就透露出想選版主的想法,09/22,2022,1,0,0,0,0,0,0,1,0,0,1
7596,dear133,推,2,有錢人肥肚子人說財庫、沒錢的肥肚子一肚,09/21,2022,1,0,0,1,0,0,0,1,0,0,1
7597,mig,→,0,因為胖子噁心,06/11,2022,1,0,0,0,0,0,0,1,0,0,1
7598,orange7,推,2,民進黨,12/05,2021,0,0,0,0,0,0,0,0,0,0,0
7599,cogitation,推,2,流改每年打的基本上是對應不同的抗原,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
7600,smalltwo,→,0,要是會的語言更熱門點.甚至可以開到20k,12/09,2021,0,0,0,0,0,0,0,0,0,0,0
7601,allan4362,→,0,能理解,12/04,2021,0,0,0,0,0,0,0,0,0,0,0
7602,LaurenceS,→,0,非常字好自己閃兵弱化台灣,12/12,2021,0,0,0,0,0,0,0,0,0,0,0
7603,gtr0107,推,2,輕度肥胖：27≦BMI＜30 媽的死肥宅,10/19,2022,1,0,0,0,0,0,0,1,1,0,1
7604,railwaytaiwa,→,0,是媽媽等級的國泰肥腿黑絲,01/17,2022,1,0,0,1,0,0,0,1,0,0,1
7605,Kidmo,推,2,國喪國恥之日。記得把相關立委條列上紀念碑,12/07,2021,0,0,0,0,0,0,0,0,0,0,0
7606,AFISH111,推,2,大尺碼女是三小   肥婆?,08/31,2022,1,0,0,0,0,0,0,1,0,0,1
7607,GenesisXD,推,2,那個肥婆還在泡溫泉484 哪時要查,07/24,2022,1,0,0,0,0,0,0,1,0,0,1
7608,DarrenD,噓,1,網球王子啊 熱血到都可以殺人了,12/10,2021,0,0,0,0,0,0,0,0,0,0,0
7609,mj116,推,2,過年後，正妹變龍妹，只是你沒認出來而已,04/14,2022,1,0,0,0,0,0,1,0,0,0,1
